symbol,name,price,change_price,change_percent,market_price
MRS21178-USD,Metars Genesis USD,1.7443,0.0417,2.45%,146.882M
WIN-USD,WINkLink USD,0.000153,0.000006,4.05%,146.701M
SDEX-USD,SmarDex USD,0.020297,0.000261,1.30%,146.733M
MTL-USD,Metal DAO USD,2.1823,0.1367,6.68%,145.317M
AURORA14803-USD,Aurora USD,0.328324,-0.004643,-1.39%,144.696M
RAD-USD,Radworks USD,2.7906,0.2067,8.00%,143.872M
LYX-USD,LUKSO USD,4.7054,-0.4616,-8.93%,143.684M
VETH-USD,Venus ETH USD,70.51,1.57,2.28%,143.413M
KNC-USD,Kyber Network Crystal v2 USD,0.757303,0.025002,3.41%,142.359M
ORBS-USD,Orbs USD,0.044508,0.002197,5.19%,140.989M
TON-USD,Tokamak Network USD,3.2047,-0.3058,-8.71%,140.501M
ERN-USD,Ethernity USD,6.8239,0.0547,0.81%,140.421M
MLK-USD,MiL.k USD,0.399303,0.005922,1.51%,139.681M
CGPT-USD,ChainGPT USD,0.319828,-0.002034,-0.63%,139.33M
HIFI23037-USD,Hifi Finance USD,1.1517,0.0199,1.76%,139.33M
OMG-USD,OMG Network USD,0.982921,0.031534,3.31%,137.85M
OGN-USD,Origin Protocol USD,0.237169,0.004683,2.01%,137.132M
OXT-USD,Orchid USD,0.139885,0.004456,3.29%,137.057M
GNS-USD,Gains Network USD,4.4958,0.0123,0.28%,136.913M
BEL-USD,Bella Protocol USD,2.0952,0.5723,37.58%,136.186M
EURS-USD,STASIS EURO USD,1.0947,0.0123,1.14%,135.883M
MED-USD,MediBloc USD,0.016369,0.000362,2.26%,135.625M
DKA-USD,dKargo USD,0.036392,0.000325,0.90%,135.241M
STPT-USD,STP USD,0.069592,0.003037,4.56%,135.176M
HONEY22850-USD,Hivemapper USD,0.120694,-0.001155,-0.95%,132.872M
SMOG-USD,Smog USD,0.169080,0.004550,2.77%,131.713M
MBX18895-USD,MARBLEX USD,1.1172,0.0614,5.82%,131.362M
LOOM-USD,Loom Network USD,0.107220,0.003448,3.32%,131.267M
TLOS-USD,Telos USD,0.346640,0.003470,1.01%,130.189M
GMT10180-USD,Gomining USD,0.324014,0.000414,0.13%,130.138M
BANANA28066-USD,Banana Gun USD,49.80,4.29,9.43%,129.717M
SOV-USD,Sovryn USD,2.1708,0.1573,7.81%,129.597M
GUSD-USD,Gemini Dollar USD,1.0002,0.0009,0.09%,129.259M
ZIG-USD,Zignaly USD,0.090154,-0.002171,-2.35%,129.219M
AITECH-USD,Solidus Ai Tech USD,0.243246,-0.008001,-3.18%,128.533M
RARI-USD,RARI USD,5.3853,1.3627,33.87%,128.356M
HT-USD,Huobi Token USD,0.789575,0.004254,0.54%,128.096M
DAR-USD,Mines of Dalarnia USD,0.229609,0.009380,4.26%,127.951M
XYO-USD,XYO USD,0.009490,0.000052,0.55%,127.89M
BFC7817-USD,Bifrost USD,0.092230,0.004013,4.55%,127.89M
GHX-USD,GamerCoin USD,0.196718,0.025667,15.01%,127.86M
GFI13967-USD,Goldfinch USD,4.3830,-0.1641,-3.61%,127.699M
ERG-USD,Ergo USD,1.7106,-0.0232,-1.34%,127.434M
CROWN25714-USD,Crown by Third Time Games USD,1.3189,-0.0020,-0.15%,126.834M
ETN-USD,Electroneum USD,0.007035,0.000165,2.41%,126.408M
XPLA-USD,XPLA USD,0.236409,0.007735,3.38%,126.546M
PORK29220-USD,PepeFork USD,0.00000030,-0.00000002,-6.41%,125.395M
SPELL-USD,Spell Token USD,0.001165,0.000039,3.50%,125.161M
TET-USD,Tectum USD,25.05,-0.27,-1.05%,124.82M
ALICE-USD,MyNeighborAlice USD,1.8342,0.1016,5.86%,124.569M
POL28321-USD,Polygon Ecosystem Token USD,0.917809,0.025679,2.88%,124.436M
ARDR-USD,Ardor USD,0.124402,0.002860,2.35%,124.277M
MBOX-USD,MOBOX USD,0.437998,0.020803,4.99%,123.69M
CTK4807-USD,Shentu USD,0.929487,-0.005436,-0.58%,123.633M
GTC10052-USD,Gitcoin USD,1.8494,0.0720,4.05%,122.599M
LEVER-USD,LeverFi USD,0.004186,0.000855,25.66%,122.061M
RACA-USD,RACA USD,0.000343,0.000020,6.15%,121.463M
CUDOS-USD,CUDOS USD,0.020600,0.000173,0.85%,120.367M
ARPA-USD,ARPA USD,0.096713,0.007172,8.01%,120.203M
TRIAS-USD,Trias Token (New) USD,12.25,-0.07,-0.56%,119.449M
BADGER-USD,Badger DAO USD,6.1927,0.0688,1.12%,118.761M
SIDUS-USD,SIDUS USD,0.012552,0.001503,13.60%,117.449M
LUSD-USD,Liquity USD USD,1.0002,0.0016,0.16%,117.39M
RARE11294-USD,SuperRare USD,0.168100,0.005747,3.54%,116.673M
PHB-USD,Phoenix USD,2.3826,0.1024,4.49%,116.483M
REI19819-USD,REI Network USD,0.121659,0.009565,8.53%,115.576M
BNT-USD,Bancor USD,0.880110,0.070575,8.72%,115.54M
POLS-USD,Polkastarter USD,1.1618,0.0422,3.77%,115.271M
BAKE-USD,BakeryToken USD,0.395361,0.020114,5.36%,114.564M
ATLAS-USD,Star Atlas USD,0.007385,0.000417,5.98%,114.549M
WRX-USD,WazirX USD,0.298882,0.016323,5.78%,114.13M
ANKRETH-USD,Ankr Staked ETH USD,"3,887.46",59.13,1.54%,114.019M
AGLD-USD,Adventure Gold USD,1.4594,0.0287,2.00%,112.827M
VUSDC-USD,Venus USDC USD,0.023640,0.000008,0.03%,112.787M
ACS23195-USD,Access Protocol USD,0.003228,0.000037,1.16%,112.137M
FRONT-USD,Frontier USD,1.2422,0.0793,6.82%,111.794M
CPOOL-USD,Clearpool USD,0.245753,-0.012301,-4.77%,111.336M
XCHNG-USD,Chainge USD,0.234632,0.002978,1.29%,111.226M
OZO-USD,Ozone Chain USD,0.270069,0.001310,0.49%,110.887M
BFIC-USD,Blockchain Foundation for Innovation & Collaboration USD,10.44,0.43,4.32%,110.487M
QI9288-USD,BENQI USD,0.024305,0.001041,4.48%,108.773M
LTO-USD,LTO Network USD,0.253839,-0.002970,-1.16%,108.286M
STMX-USD,StormX USD,0.010621,0.000366,3.57%,106.21M
TKO-USD,Toko Token USD,0.623711,0.033074,5.60%,105.674M
GMRX-USD,Gaimin USD,0.015916,0.000781,5.16%,105.586M
DMTR-USD,Dimitra USD,0.216819,0.032156,17.41%,105.483M
LAT-USD,PlatON USD,0.019725,0.002110,11.98%,105.153M
GODS-USD,Gods Unchained USD,0.364102,0.065866,22.09%,103.921M
PANDORA-USD,Pandora USD,"10,318.73",660.81,6.84%,103.187M
VAI8479-USD,VAIOT USD,0.322003,0.000387,0.12%,102.789M
LON-USD,Tokenlon Network Token USD,0.898025,0.008907,1.00%,102.098M
MBL-USD,MovieBloc USD,0.005796,0.000096,1.69%,101.633M
ELA-USD,Elastos USD,4.6159,0.6853,17.44%,101.445M
HPO-USD,Hippocrat USD,0.101904,0.001243,1.23%,101.232M
REN-USD,Ren USD,0.101004,0.007295,7.78%,100.916M
PNG-USD,Pangolin USD,0.469887,0.005128,1.10%,100.703M
GAFI-USD,GameFi.org USD,9.1796,0.4535,5.20%,100.471M
POLY-USD,Polymath USD,0.108160,0.014016,14.89%,100.048M
TLM-USD,Alien Worlds USD,0.024095,0.001478,6.54%,98.266M
POLIS11213-USD,Star Atlas DAO USD,0.396396,0.034799,9.62%,98.091M
ROOT28479-USD,The Root Network USD,0.094404,0.007531,8.67%,98.079M
QKC-USD,QuarkChain USD,0.014051,-0.000261,-1.82%,98.035M
USDX6651-USD,USDX [Kava] USD,0.877242,-0.000250,-0.03%,97.871M
ATA-USD,Automata Network USD,0.198936,0.011986,6.41%,97.18M
MPLX-USD,Metaplex USD,0.387154,-0.003153,-0.81%,96.303M
RLY-USD,Rally USD,0.018503,0.002394,14.86%,96.022M
BZR-USD,Bazaars USD,8.1892,0.1764,2.20%,95.587M
VIC-USD,Viction USD,0.984408,-0.014791,-1.48%,95.321M
CTXC-USD,Cortex USD,0.428843,0.022380,5.51%,94.319M
BITCOIN25220-USD,HarryPotterObamaSonic10Inu (ERC-20) USD,0.093780,0.002576,2.82%,93.761M
VRSC-USD,VerusCoin USD,1.2222,0.0103,0.85%,92.811M
BMX-USD,BitMart Token USD,0.285718,0.009200,3.33%,92.653M
TNC5524-USD,TNC Coin USD,0.015459,0.014000,959.31%,90.455M
WNXM-USD,Wrapped NXM USD,70.68,2.19,3.20%,90.368M
ALI16876-USD,Artificial Liquid Intelligence USD,0.025072,-0.000406,-1.59%,89.962M
NIBI-USD,Nibiru Chain USD,0.480949,0.035461,7.96%,89.791M
SNEK25264-USD,Snek USD,0.001225,0.000041,3.50%,89.725M
DEAI-USD,Zero1 Labs USD,0.983452,0.040501,4.30%,89.712M
FORTH-USD,Ampleforth Governance Token USD,5.9708,0.1244,2.13%,89.546M
NUM-USD,Numbers Protocol USD,0.148385,0.002978,2.05%,88.963M
AIDOGE-USD,ArbDoge AI USD,0.00000000,0.00000000,12.50%,88.261M
NPT-USD,NEOPIN USD,1.0193,0.0463,4.76%,88.504M
MPL-USD,Maple USD,19.93,0.92,4.85%,88.052M
LINA7102-USD,Linear Finance USD,0.014350,0.000981,7.34%,87.472M
PERP-USD,Perpetual Protocol USD,1.3250,0.0494,3.87%,87.45M
TRADE10465-USD,Polytrade USD,2.6399,0.0033,0.13%,86.297M
BOBA-USD,Boba Network USD,0.501241,0.014707,3.02%,86.025M
FORT20622-USD,Forta USD,0.221047,0.024386,12.40%,85.852M
CAH-USD,Moon Tropica USD,38.34,-0.82,-2.08%,85.729M
CLV-USD,CLV USD,0.106366,0.001554,1.48%,85.488M
MAPO-USD,MAP Protocol USD,0.031548,0.001510,5.03%,85.343M
NULS-USD,NULS USD,0.801800,-0.024621,-2.98%,84.831M
ERC20-USD,ERC20 USD,0.074879,0.008690,13.13%,84.511M
STRX-USD,StrikeX USD,0.098115,-0.001180,-1.19%,84.491M
DIMO-USD,DIMO USD,0.395918,-0.001569,-0.39%,84.009M
META-USD,Metadium USD,0.048909,0.001007,2.10%,83.322M
CBK-USD,Cobak Token USD,0.995482,-0.039605,-3.83%,82.57M
FX-USD,Function X USD,0.200956,0.001059,0.53%,82.095M
VELO-USD,Velo USD,0.011068,0.001858,20.18%,81.798M
BRISE-USD,Bitgert USD,0.00000021,0.00000000,1.98%,81.768M
UOS-USD,Ultra USD,0.221365,0.004989,2.31%,81.703M
DATA-USD,Streamr USD,0.078638,0.003168,4.20%,80.697M
AGRS-USD,Agoras: Currency of Tau USD,4.4657,0.1711,3.98%,80.383M
UQC-USD,Uquid Coin USD,8.0109,0.0606,0.76%,80.109M
VRA-USD,Verasity USD,0.008005,0.000360,4.71%,80.065M
NEON23015-USD,Neon EVM USD,1.3871,0.0069,0.50%,79.97M
SWEAT-USD,Sweat Economy USD,0.011940,0.000290,2.49%,79.86M
VR-USD,Victoria VR USD,0.028117,-0.000164,-0.58%,79.683M
TRAC25208-USD,trac (Ordinals) USD,3.7790,0.6412,20.44%,79.359M
FUN-USD,FUNToken USD,0.007208,0.000197,2.81%,79.021M
TOMI23246-USD,tomiNet USD,0.683791,-0.001520,-0.22%,78.922M
PROPS28385-USD,Propbase USD,0.228465,-0.002195,-0.95%,78.581M
LMWR-USD,LimeWire USD,1.2810,-0.0599,-4.47%,78.445M
BETA-USD,Beta Finance USD,0.098302,0.006760,7.38%,78.493M
GROK28394-USD,Grok USD,0.012386,0.000071,0.58%,78.291M
DPI-USD,DeFi Pulse Index USD,139.80,6.08,4.55%,78.146M
ORN-USD,Orion USD,2.2631,0.0011,0.05%,77.278M
IAG-USD,IAGON USD,0.204667,0.007722,3.92%,76.959M
ALT10897-USD,Alitas USD,0.634792,0.049462,8.45%,76.175M
DNT-USD,district0x USD,0.075958,0.000172,0.23%,75.958M
DFC28704-USD,DeFinder Capital USD,2.8556,-0.0926,-3.14%,75.854M
WXT-USD,Wirex Token USD,0.007529,0.000104,1.41%,75.292M
COMBO-USD,COMBO USD,1.0589,0.1034,10.82%,75.238M
COS-USD,Contentos USD,0.014694,0.000616,4.38%,75.146M
AERGO-USD,Aergo USD,0.168658,-0.001749,-1.03%,75.053M
MEME28111-USD,MEMETOON USD,0.013299,-0.000057,-0.43%,74.892M
CRE-USD,Carry USD,0.007437,0.000180,2.48%,74.368M
KWD-USD,KWD USD,0.692978,-0.000783,-0.11%,74.165M
WAN-USD,Wanchain USD,0.373356,0.025082,7.20%,73.861M
MDT-USD,Measurable Data Token USD,0.108468,0.005014,4.85%,73.342M
REEF-USD,Reef USD,0.003205,0.000375,13.24%,73.14M
GOG-USD,Guild of Guardians USD,0.131859,0.001028,0.79%,73.093M
STIK-USD,Staika USD,2.5357,0.0653,2.64%,73.049M
DAG-USD,Constellation USD,0.057580,-0.001062,-1.81%,72.948M
ULTIMA-USD,Ultima USD,"4,761.50",-92.05,-1.90%,73.037M
PDA-USD,PlayDapp USD,0.127398,0.000872,0.69%,72.5M
BOSON-USD,Boson Protocol USD,0.584535,-0.007844,-1.32%,72.444M
IDEX-USD,IDEX USD,0.088969,0.005710,6.86%,71.841M
XCN18679-USD,Onyxcoin USD,0.002563,0.000116,4.76%,71.519M
SDAO-USD,SingularityDAO USD,0.863888,-0.013122,-1.50%,71.472M
FLM-USD,Flamingo USD,0.123447,0.006486,5.55%,70.962M
BUSD-USD,BUSD USD,1.0040,-0.0005,-0.04%,70.796M
PALM28567-USD,PaLM AI USD,0.893543,-0.072803,-7.53%,70.59M
CLORE-USD,Clore.ai USD,0.279921,0.029935,11.97%,69.838M
GFAL-USD,Games for a Living USD,0.036950,0.000888,2.46%,69.729M
EWT-USD,Energy Web Token USD,2.3079,0.0542,2.40%,69.38M
BOTTO-USD,Botto USD,1.5162,0.1027,7.27%,69.439M
DIA-USD,DIA USD,0.627638,0.027321,4.55%,69.428M
MTRG-USD,Meter Governance USD,1.9340,0.0176,0.92%,69.316M
DEXT-USD,DEXTools USD,0.844211,-0.004398,-0.52%,68.699M
COL20672-USD,Clash of Lilliput USD,0.836517,0.023151,2.85%,68.657M
MLN-USD,Enzyme USD,25.72,1.44,5.95%,68.546M
VXVS-USD,Venus XVS USD,0.304217,0.007701,2.60%,68.277M
KMD-USD,Komodo USD,0.502108,0.006872,1.39%,68.263M
HUNT-USD,Hunt Town USD,0.539667,0.021591,4.17%,68.228M
OPUL-USD,Opulous USD,0.240199,-0.004211,-1.72%,68.143M
DFI-USD,DeFiChain USD,0.078026,0.002520,3.34%,67.827M
ALCX-USD,Alchemix USD,31.19,0.85,2.81%,67.516M
PLANET26585-USD,PLANET USD,0.000079,-0.000001,-1.30%,67.452M
KWENTA-USD,Kwenta USD,156.21,17.26,12.42%,67.451M
VNO-USD,Veno Finance USD,0.141758,0.000953,0.68%,67.266M
DEGO-USD,Dego Finance USD,3.1884,0.1343,4.40%,66.948M
EVER-USD,Everscale USD,0.034022,0.000090,0.27%,66.799M
LYRA15447-USD,Lyra USD,0.112968,0.000048,0.04%,65.623M
PROPC-USD,Propchain USD,3.9678,-0.0747,-1.85%,65.522M
COPI-USD,Cornucopias USD,0.076353,-0.000867,-1.12%,64.799M
RAMP-USD,RAMP USD,0.134720,0.020820,18.28%,64.374M
LOKA-USD,League of Kingdoms Arena USD,0.38602,0.01978,5.40%,63.544M
UTK-USD,xMoney USD,0.126659,0.008795,7.46%,63.33M
BTCP-USD,Bitcoin Palladium USD,25.48,-0.03,-0.11%,63.119M
DNX-USD,Dynex USD,0.722322,0.011768,1.66%,63.047M
XPRT-USD,Persistence One USD,0.333613,0.000521,0.16%,62.854M
STRK-USD,Strike USD,13.24,0.28,2.13%,62.754M
LIKE10891-USD,Only1 USD,0.229604,-0.001274,-0.55%,62.748M
IRIS-USD,IRISnet USD,0.038811,0.003303,9.30%,62.565M
CHAT29478-USD,Solchat USD,7.7646,1.3187,20.46%,62.454M
SHRAP28363-USD,Shrapnel USD,0.258253,0.009652,3.88%,62.213M
AEUR-USD,Anchored Coins AEUR USD,1.0830,-0.0003,-0.03%,61.74M
H2O19091-USD,H2O DAO USD,0.216229,0.005383,2.55%,61.732M
ALT22765-USD,ArchLoot USD,0.387666,0.027704,7.70%,61.639M
COVAL-USD,Circuits of Value USD,0.034447,0.002096,6.48%,61.482M
KIN-USD,Kin USD,0.000021,0.000001,3.44%,61.615M
CEEK-USD,CEEK VR USD,0.076226,0.002444,3.31%,61.416M
TT-USD,ThunderCore USD,0.005757,0.000157,2.81%,61.333M
STT26914-USD,Statter Network USD,1.2137,-0.0026,-0.22%,61.106M
5IRE-USD,5ire USD,0.138846,-0.004265,-2.98%,60.747M
VBUSD-USD,Venus BUSD USD,0.022395,-0.000009,-0.04%,60.348M
LIT6833-USD,Litentry USD,1.5211,0.0894,6.25%,60.265M
DORA27966-USD,Dora Factory USD,0.112108,-0.001014,-0.90%,60.233M
ZKF-USD,ZKFair USD,0.005983,0.000145,2.49%,59.828M
ASTRAFER-USD,Astrafer USD,0.381590,-0.000768,-0.20%,59.687M
SBD-USD,Steem Dollars USD,4.5483,0.0111,0.24%,59.643M
VOXEL-USD,Voxies USD,0.344682,0.017427,5.33%,59.244M
CRTS-USD,Cratos USD,0.001198,-0.000008,-0.67%,59.066M
DERO-USD,Dero USD,4.1165,0.0453,1.11%,58.919M
FCT4953-USD,FirmaChain USD,0.069956,0.000642,0.93%,58.602M
FIDA-USD,Bonfida USD,0.475281,0.015446,3.36%,58.471M
CREAM-USD,Cream Finance USD,31.22,1.91,6.53%,57.928M
SOLO-USD,Sologenic USD,0.144607,-0.000750,-0.52%,57.835M
GRS-USD,Groestlcoin USD,0.680048,0.001857,0.27%,57.668M
PAID-USD,PAID Network USD,0.199751,-0.006320,-3.07%,57.709M
SLND-USD,Solend USD,1.4951,0.0273,1.86%,57.316M
DEP-USD,DEAPcoin USD,0.002457,-0.000009,-0.37%,56.518M
VRTX-USD,Vertex Protocol USD,0.263778,-0.000890,-0.34%,56.511M
CEL-USD,Celsius USD,0.236572,0.004934,2.13%,56.508M
PSTAKE-USD,pSTAKE Finance USD,0.127758,0.000323,0.25%,56.169M
GEL-USD,Gelato USD,0.504073,0.009886,2.00%,55.424M
SLN-USD,Smart Layer Network USD,3.3278,0.0069,0.21%,54.496M
EXRD-USD,e-Radix USD,0.073869,0.001706,2.36%,54.281M
GST16352-USD,Green Satoshi Token (SOL) USD,0.044725,0.000343,0.77%,54.04M
CHEQ-USD,cheqd USD,0.083996,0.003871,4.83%,53.967M
XCAD-USD,XCAD Network USD,1.1304,-0.0396,-3.38%,53.951M
VEGA-USD,Vega Protocol USD,0.880672,-0.006268,-0.71%,53.691M
EL-USD,ELYSIA USD,0.013367,0.000126,0.95%,53.61M
WRLD-USD,NFT Worlds USD,0.075058,0.006507,9.49%,53.448M
COREUM-USD,Coreum USD,0.138643,0.001614,1.18%,53.349M
SYNC28799-USD,Syncus USD,0.015812,-0.001183,-6.96%,53.245M
CERE-USD,Cere Network USD,0.007611,0.000024,0.32%,52.822M
ROUTE-USD,Router Protocol USD,3.4953,-0.0974,-2.71%,52.471M
KISHU-USD,Kishu Inu USD,0.00000000,0.00000000,5.98%,52.442M
QRDO-USD,Qredo USD,0.074454,0.001924,2.65%,52.368M
EURC-USD,EURC USD,1.0861,-0.0003,-0.03%,52.326M
BSW-USD,Biswap USD,0.124444,0.004011,3.33%,52.113M
UPP-USD,Sentinel Protocol USD,0.104636,0.001771,1.72%,52.092M
LEASH-USD,Doge Killer USD,489.70,7.39,1.53%,52.082M
APX-USD,APX USD,0.115467,0.002997,2.67%,51.721M
MNW-USD,Morpheus.Network USD,1.0929,-0.0213,-1.91%,51.562M
WHITE-USD,Whiteheart USD,"5,790.24",92.44,1.62%,51.464M
MDX8335-USD,Mdex USD,0.054104,0.000142,0.26%,51.413M
KEY-USD,SelfKey USD,0.009682,0.000289,3.08%,51.364M
NEOM-USD,Neom USD,23.97,-0.03,-0.13%,51.285M
QUICK19966-USD,Quickswap [New] USD,0.084253,0.003936,4.90%,51.142M
QUACK-USD,RichQUACK.com USD,0.00000000,-0.00000000,-1.75%,50.854M
TAVA-USD,ALTAVA USD,0.099910,0.001757,1.79%,50.835M
KYVE-USD,KYVE Network USD,0.094454,0.001244,1.33%,50.63M
NCT-USD,PolySwarm USD,0.032737,0.001854,6.00%,50.627M
MOC-USD,Moss Coin USD,0.122442,0.000987,0.81%,50.506M
CCD-USD,Concordium USD,0.005379,-0.000032,-0.59%,50.059M
ASM-USD,Assemble Protocol USD,0.033970,0.000910,2.75%,49.936M
RSV-USD,Reserve USD,1.7281,0.0225,1.32%,49.856M
IDIA-USD,Impossible Finance Launchpad USD,0.073122,0.000618,0.85%,49.723M
ALEPH-USD,Aleph.im USD,0.200754,-0.002689,-1.32%,49.63M
STOS-USD,Stratos USD,1.2777,0.0693,5.73%,49.577M
AOG-USD,smARTOFGIVING USD,0.670077,-0.002075,-0.31%,49.439M
LMR-USD,Lumerin USD,0.081181,0.005802,7.70%,49.246M
MXC-USD,Moonchain USD,0.018528,0.000742,4.17%,48.953M
HOPR-USD,HOPR USD,0.143430,0.001643,1.16%,48.934M
BTCD-USD,Bitcoin Dominica USD,47.28,-0.09,-0.20%,48.756M
VXV-USD,Vectorspace AI USD,0.969115,0.043101,4.65%,48.375M
SUSD-USD,sUSD USD,0.997469,0.001074,0.11%,48.095M
TURBO-USD,Turbo USD,0.000749,0.000056,8.06%,47.663M
SSG5612-USD,SOMESING USD,0.015360,-0.000006,-0.04%,47.374M
SSG-USD,SOMESING USD,0.015366,0.000000,0.00%,47.37M
VARA28067-USD,Vara Network USD,0.114724,0.009808,9.35%,47.357M
UNFI-USD,Unifi Protocol DAO USD,5.4429,0.1381,2.60%,46.967M
SSX-USD,SOMESING USD,0.015363,0.000004,0.02%,46.876M
ZTX-USD,ZTX USD,0.020165,-0.000076,-0.37%,46.855M
ASD-USD,ASD USD,0.070760,-0.000127,-0.18%,46.745M
ARRR-USD,Pirate Chain USD,0.237367,0.070506,42.25%,46.575M
AQT-USD,Alpha Quark Token USD,1.7394,0.0084,0.48%,46.34M
FIS-USD,StaFi USD,0.760261,0.040952,5.69%,45.959M
HAI-USD,Hacken Token USD,0.071082,-0.000852,-1.18%,45.866M
GLQ-USD,Graphlinq Chain USD,0.134524,0.023015,20.64%,45.738M
CHESS10974-USD,Tranchess USD,0.291865,0.022848,8.49%,45.654M
ACX22620-USD,Across Protocol USD,0.329540,0.007372,2.29%,45.498M
MCB-USD,MUX Protocol USD,11.87,-0.04,-0.30%,45.364M
UFT-USD,UniLend USD,0.577254,0.033276,6.12%,45.17M
ALU-USD,Altura USD,0.062441,0.001079,1.76%,44.942M
CETUS-USD,Cetus Protocol USD,0.159507,0.004728,3.05%,44.662M
ADX-USD,AdEx USD,0.312936,0.009662,3.19%,44.611M
MCT16946-USD,Metacraft USD,0.845154,0.023068,2.81%,44.507M
XPR-USD,XPR Network USD,0.001759,0.000033,1.90%,44.475M
LIME-USD,iMe Lab USD,0.093843,0.004093,4.56%,44.298M
DCB-USD,Decubate USD,0.129158,0.009114,7.59%,43.74M
ISIKC-USD,Isiklar Coin USD,0.437250,-0.009266,-2.08%,43.725M
NIZA-USD,Niza Global USD,0.007722,0.000678,9.63%,43.713M
AVA-USD,AVA USD,0.848612,0.033460,4.10%,43.693M
VLX-USD,Velas USD,0.016910,-0.000190,-1.11%,43.568M
10SET-USD,Tenset USD,1.0603,0.0247,2.39%,43.54M
AHT-USD,AhaToken USD,0.009597,0.000083,0.88%,43.209M
QUICK-USD,QuickSwap [Old] USD,83.67,3.64,4.55%,43.005M
FLIX-USD,OmniFlix Network USD,0.170319,0.007355,4.51%,42.709M
AVINOC-USD,AVINOC USD,0.109441,-0.004869,-4.26%,42.599M
AMPL-USD,Ampleforth USD,1.4890,0.0223,1.52%,42.101M
SLG-USD,SLG.GAMES USD,0.086818,0.000826,0.96%,42.067M
METAL17588-USD,BADMAD ROBOTS USD,0.058214,0.002674,4.81%,41.873M
AMB-USD,AirDAO USD,0.013410,0.001029,8.31%,41.424M
ZANO-USD,Zano USD,3.3846,-0.0730,-2.11%,41.163M
SAMO-USD,Samoyedcoin USD,0.011168,-0.000022,-0.19%,40.845M
BURGER-USD,BurgerCities USD,0.818252,0.049789,6.48%,40.79M
DOCK-USD,Dock USD,0.046462,0.001392,3.09%,40.72M
PSG-USD,Paris Saint-Germain Fan Token USD,5.3136,0.0239,0.45%,40.61M
SHX-USD,Stronghold Token USD,0.006956,-0.000175,-2.45%,40.301M
VIDT22710-USD,VIDT DAO USD,0.052334,0.002104,4.19%,40.298M
SCLP-USD,Scallop USD,0.623677,0.001099,0.18%,40.279M
VCNT-USD,ViciCoin USD,17.65,0.03,0.16%,40.238M
WNCG-USD,Nine Chronicles USD,0.117053,0.005699,5.12%,40.043M
KP3R-USD,Keep3rV1 USD,94.01,4.20,4.68%,39.971M
PRQ-USD,PARSIQ USD,0.187950,0.005016,2.74%,39.518M
FAR22331-USD,Farcana USD,0.118618,-0.002521,-2.08%,39.516M
PIVX-USD,PIVX USD,0.482978,0.019396,4.18%,39.49M
PIT-USD,Pitbull USD,0.00000000,-0.00000000,-0.28%,39.451M
BAR-USD,FC Barcelona Fan Token USD,3.6916,-0.0623,-1.66%,39.431M
AURY-USD,Aurory USD,0.754155,-0.008670,-1.14%,39.314M
XSGD-USD,XSGD USD,0.736931,-0.001015,-0.14%,39.241M
AKRO-USD,Akropolis USD,0.008820,-0.000414,-4.48%,39.129M
EURT-USD,Tether EURt USD,1.0723,0.0026,0.24%,39.018M
MIN12787-USD,Minswap USD,0.035916,0.001479,4.30%,38.875M
CVTX-USD,Carrieverse USD,0.186641,-0.001724,-0.92%,38.756M
RVF-USD,RocketX exchange USD,0.408994,0.004518,1.12%,38.645M
ALPACA-USD,Alpaca Finance USD,0.257588,0.015657,6.47%,38.524M
CUSD-USD,Celo Dollar USD,1.0002,0.0007,0.07%,38.505M
DUEL28868-USD,GameGPT USD,0.026383,-0.001805,-6.40%,38.372M
GRND-USD,SuperWalk USD,0.182721,0.001480,0.82%,38.041M
OCTA24261-USD,OctaSpace USD,1.4108,-0.0152,-1.07%,37.64M
FOX-USD,Shapeshift FOX Token USD,0.099326,0.002660,2.75%,37.461M
TARA-USD,Taraxa USD,0.009578,0.000064,0.67%,37.306M
HTM-USD,Hatom USD,2.2332,0.0515,2.36%,37.221M
AURA21532-USD,Aura Finance USD,0.723292,-0.001367,-0.19%,37.1M
KRL-USD,Kryll USD,0.962953,0.029937,3.21%,37.022M
KATA-USD,Katana Inu USD,0.001717,0.000026,1.53%,36.97M
SNS-USD,Synesis One USD,0.080684,-0.002171,-2.62%,36.812M
FON22607-USD,FONSmartChain USD,2.9626,-0.0145,-0.49%,36.596M
NTX13198-USD,NuNet USD,0.072391,0.000354,0.49%,36.491M
FARM-USD,Harvest Finance USD,53.02,5.33,11.17%,36.315M
NCDT-USD,Nuco.cloud USD,1.1270,-0.0773,-6.42%,36.099M
SLIM-USD,Solanium USD,0.359867,0.044811,14.22%,35.987M
TSUKA-USD,Dejitaru Tsuka USD,0.035925,-0.003057,-7.84%,35.925M
CREDI-USD,Credefi USD,0.047936,-0.006950,-12.66%,35.883M
FIO-USD,FIO Protocol USD,0.047929,0.004475,10.30%,35.939M
NOM-USD,Onomy Protocol USD,0.379258,0.009417,2.55%,35.791M
BOND-USD,BarnBridge USD,4.4985,0.0320,0.72%,35.584M
VITE-USD,VITE USD,0.032678,0.002682,8.94%,35.562M
CELL-USD,Cellframe USD,1.2359,0.1789,16.93%,35.345M
BLOK-USD,Bloktopia USD,0.002014,0.000040,2.04%,35.325M
STARL-USD,Starlink USD,0.00000354,0.00000020,5.85%,35.278M
CREO-USD,Creo Engine USD,0.121415,-0.000739,-0.61%,35.246M
